path,shape,doi,title,articleType,year,articleId
_source/SMPTE/Journal Article Repository/1974/7225230/7233725/07233743.xml,publication,10.5594/J13447,New Members,info-society,1974,0b000064849c15c3
_source/SMPTE/Journal Article Repository/1974/7225230/7233725/07233744.xml,publication,10.5594/J13448,New Products: (And Developments),info-society,1974,0b000064849c15c4
_source/SMPTE/Journal Article Repository/1974/7225230/7233725/07233745.xml,publication,10.5594/J13449,Employment Service,info-society,1974,0b000064849c15c5
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233747.xml,publication,10.5594/J06895C1,Journal of the SMPTE &#x2014; Cover,info-society,1974,0b000064849c15fa
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233748.xml,publication,10.5594/J06895iiiA,Journal of the SMPTE &#x2014; Table of Contents,info-society,1974,0b000064849c15fb
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233749.xml,publication,10.5594/J06895iiiiiiA,Journal of the SMPTE &#x2014; Editorial Board,info-society,1974,0b000064849c15fc
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233750.xml,publication,10.5594/J06895,Report on the 116th SMPTE Technical Conference and Equipment Exhibit,info-society,1974,0b000064849c15fd
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233751.xml,publication,10.5594/J06896,Toronto Conference Equipment Exhibit,info-society,1974,0b000064849c15fe
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233752.xml,publication,10.5594/J06897,"Symposium on Television Broadcast Monitoring: Thursday, 14 November 1974, Toronto",info-society,1974,0b000064849c15ff
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233753.xml,publication,10.5594/J06898,Awards Presentation 1974,info-society,1974,0b000064849c1600
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233754.xml,publication,10.5594/J06899,Why Film for Television Broadcast Programs&#x003F;,orig-research,1974,0b000064849c1601
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233755.xml,publication,10.5594/J06904,The Association of Cinema and Video Laboratories: A Report on the Fall Meeting,info-society,1974,0b000064849c1602
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233756.xml,publication,10.5594/J06905,"Impressions of Photokina: Cologne, 27 September&#x2013;3 October 1974",orig-research,1974,0b000064849c1603
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233757.xml,publication,10.5594/J06906,A Preliminary Report on the 11th International Congress on High-Speed Photography,orig-research,1974,0b000064849c1636
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233758.xml,publication,10.5594/J06900,Summaries of the Technical Papers Program,info-society,1974,0b000064849c1637
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233759.xml,publication,10.5594/J06901,Reports of the Engineering and Standardization Committees Activities,info-society,1974,0b000064849c1638
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233760.xml,publication,10.5594/J06902,Approved American National Standards,info-society,1974,0b000064849c1639
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233761.xml,publication,10.5594/J06903,"Discussion and Addendum: &#x201C;An Alternative to Super-16&#x201D; by A. S. King, March 1974 Journal, pp. 161&#x2013;162",info-society,1974,0b000064849c163a
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233762.xml,publication,10.5594/J06907,Re: Use of Automated Video in a Chain of Minitheaters,info-society,1974,0b000064849c163b
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233763.xml,publication,10.5594/J06908,Errata: Re: Use of Automated Video in a Chain of Minitheaters,info-society,1974,0b000064849c163c
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233764.xml,publication,10.5594/J06909,"Ninth Annual SMPTE Winter Television Conference Jan. 24&#x2013;25, St. Francis Hotel, San Francisco",info-society,1974,0b000064849c163d
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233765.xml,publication,10.5594/J06910,New Sustaining Members,info-society,1974,0b000064849c163e
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233766.xml,publication,10.5594/J06911,Education Industry News: Rochester Institute of Technology Joint Student Chapter of SMPTE/SPSE Report on Activities 1973&#x2013;1974,info-society,1974,0b000064849c163f
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233767.xml,publication,10.5594/J06912,Section Meetings,info-society,1974,0b000064849c1672
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233768.xml,publication,10.5594/J06913,Books Booklets and Brochures,info-society,1974,0b000064849c1673
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233769.xml,publication,10.5594/J06915,Abstracts of Papers from other Journals,info-society,1974,0b000064849c1674
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233770.xml,publication,10.5594/J06916,Current Literature,info-society,1974,0b000064849c1675
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233771.xml,publication,10.5594/J06917,Employment Service,info-society,1974,0b000064849c1676
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233772.xml,publication,10.5594/J06918,Journals Available/Wanted,info-society,1974,0b000064849c1677
_source/SMPTE/Journal Article Repository/1974/7225230/7233746/07233773.xml,publication,10.5594/J06914,Books Reviewed,info-society,1974,0b000064849c1678
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233796.xml,publication,10.5594/J10611C1,Journal of the SMPTE &#x2014; Cover,info-society,1974,0b000064849c16f4
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233797.xml,publication,10.5594/J10611iiiA,Journal of the SMPTE &#x2014; Table of Contents,info-society,1974,0b000064849c1728
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233798.xml,publication,10.5594/J10611iiiiiiA,Journal of the SMPTE &#x2014; Editorial Board,info-society,1974,0b000064849c1729
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233799.xml,publication,10.5594/J10611,Quadruplex Video Noise and Measurement Techniques,orig-research,1974,0b000064849c172a
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233800.xml,publication,10.5594/J10612,Scaling Techniques for Subjective Judgments of Image Quality,orig-research,1974,0b000064849c172b
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233801.xml,publication,10.5594/J10613,A Combination Test Signal for Color Television Monitors,orig-research,1974,0b000064849c172c
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233802.xml,publication,10.5594/J10614,The Development of the Broadcast Television Network in the USSR: A Translation,orig-research,1974,0b000064849c172d
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233803.xml,publication,10.5594/J10615,Standard Alignment Tape Recorder for EIAJ Type I Videotape Recorder,orig-research,1974,0b000064849c172e
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233804.xml,publication,10.5594/J10619,Opinion of the E.B.U. on the Use of Super-8 Film in Colour Television,orig-research,1974,0b000064849c172f
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233805.xml,publication,10.5594/J10624,"Minutes of the Special Meeting of Voting Members of the SMPTE: SMPTE Headquarters, Scarsdale, N.Y., 16 September 1974",orig-research,1974,0b000064849c1730
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233806.xml,publication,10.5594/J10616,Erratum,info-society,1974,0b000064849c1731
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233807.xml,publication,10.5594/J10617,SMPTE Recommended Practices,info-society,1974,0b000064849c176e
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233808.xml,publication,10.5594/J10618,Proposed Recommended Practices,info-society,1974,0b000064849c176f
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233809.xml,publication,10.5594/J10620,Jamieson Film Company Equipment Division,info-society,1974,0b000064849c1770
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233810.xml,publication,10.5594/J10621,Early Movies to TV Commercials-Rise and Fall of a Film Company,info-society,1974,0b000064849c1771
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233811.xml,publication,10.5594/J10622,Biographical Note,info-society,1974,0b000064849c1772
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233812.xml,publication,10.5594/J10623,Letter to the Editor Re: A Reevaluation of the SMPTE Universal Leader for In-Field Motion-Picture Projection,info-society,1974,0b000064849c1773
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233813.xml,publication,10.5594/J10625,"Winter TV Conference, Jan. 24&#x2013;25, San Francisco",info-society,1974,0b000064849c1774
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233814.xml,publication,10.5594/J10626,Education Industry News,info-society,1974,0b000064849c1775
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233815.xml,publication,10.5594/J10628,New Products: (And Developments),info-society,1974,0b000064849c1776
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233816.xml,publication,10.5594/J10629,Employment Service,info-society,1974,0b000064849c1777
_source/SMPTE/Journal Article Repository/1974/7225230/7233795/07233817.xml,publication,10.5594/J10627,Obituaries,info-society,1974,0b000064849c17aa
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233819.xml,publication,10.5594/J08822C1,Journal of the SMPTE &#x2014; Cover,info-society,1974,0b000064849c17ac
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233820.xml,publication,10.5594/J08822iiiA,Journal of the SMPTE &#x2014; Table of Contents,info-society,1974,0b000064849c17ad
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233821.xml,publication,10.5594/J08822iiiiiiA,Journal of the SMPTE &#x2014; Editorial Board,info-society,1974,0b000064849c17ae
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233822.xml,publication,10.5594/J08822,"The Energy Crisis: Reflection and Perspective &#x2014; Part I, Reflection",orig-research,1974,0b000064849c17af
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233823.xml,publication,10.5594/J08823,A Signal Effort by the SMPTE: Ancillary Signals in Television Broadcasting,orig-research,1974,0b000064849c17b0
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233824.xml,publication,10.5594/J08839,Coded Information within the Picture Area,orig-research,1974,0b000064849c17b1
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233825.xml,publication,10.5594/J08824,The Recorder&#x0027;s Design and Economic Factors,info-society,1974,0b000064849c17b2
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233826.xml,publication,10.5594/J08825,A Unique Timing-Reference System for Broadcast Videotape Recorders,info-society,1974,0b000064849c17b3
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233827.xml,publication,10.5594/J08826,The Servo System for a Helical Broadcast Recorder,info-society,1974,0b000064849c17e8
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233828.xml,publication,10.5594/J08827,An Analysis of Quadruplex and Helical-Scan Video Recording,info-society,1974,0b000064849c17e9
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233829.xml,publication,10.5594/J08828,The Story of Optical Sound Recording with 8mm &#x2013; Type S (Super-8) Film,info-society,1974,0b000064849c17ea
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233830.xml,publication,10.5594/J08829,Improving 8mm &#x2014; Type S (Super-8) Optical Sound by Design of Film and Recording System,info-society,1974,0b000064849c17eb
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233831.xml,publication,10.5594/J08830,Standards and Recommended Practices,info-society,1974,0b000064849c17ec
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233832.xml,publication,10.5594/J08831,"115th SMPTE Conference and Exhibit Century Plaza Hotel, Los Angeles, Apr. 21&#x2013;26",info-society,1974,0b000064849c17ed
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233833.xml,publication,10.5594/J08832,"The Winter Television Conference Denver, January 24 and 25",info-society,1974,0b000064849c17ee
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233834.xml,publication,10.5594/J08833,International Standardization,info-society,1974,0b000064849c17ef
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233835.xml,publication,10.5594/J08834,Education Industry News: 11th International Congress on High-Speed Photography,info-society,1974,0b000064849c17f0
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233836.xml,publication,10.5594/J08836,Section Meetings,info-society,1974,0b000064849c17f1
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233837.xml,publication,10.5594/J08837,New Products: (And Developments),info-society,1974,0b000064849c1824
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233838.xml,publication,10.5594/J08838,Employment Service,info-society,1974,0b000064849c1825
_source/SMPTE/Journal Article Repository/1974/7225230/7233818/07233839.xml,publication,10.5594/J08835,Obituaries,info-society,1974,0b000064849c1826
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240474.xml,publication,10.5594/J07613C1,Journal of the SMPTE &#x2014; Cover,info-society,1974,0b000064849cf3f7
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240475.xml,publication,10.5594/J07613iiiA,Journal of the SMPTE &#x2014; Table of Contents,info-society,1974,0b000064849cf3f8
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240476.xml,publication,10.5594/J07613iiiiiiA,Journal of the SMPTE &#x2014; Editorial Board,info-society,1974,0b000064849cf3f9
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240477.xml,publication,10.5594/J07613,Colorimetric Standards in U.S. Color Television: A Report by the Subcommittee on System Colorimetry of the SMPTE Television Committee,orig-research,1974,0b000064849cf3fa
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240478.xml,publication,10.5594/J07614,Television Broadcast of Supplementary Information,orig-research,1974,0b000064849cf3fb
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240479.xml,publication,10.5594/J07615,ORACLE &#x2014; An Information Broadcasting Service Using Data Transmission in the Vertical Interval,orig-research,1974,0b000064849cf3fc
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240480.xml,publication,10.5594/J07616,A Novel Television Add-On Data Communication System,orig-research,1974,0b000064849cf3fd
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240481.xml,publication,10.5594/J07617,CEEFAX: A Proposed New Broadcasting Service,orig-research,1974,0b000064849cf3fe
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240482.xml,publication,10.5594/J07618,Problems of Lighting in Color Television Outdoor Broadcasts,orig-research,1974,0b000064849cf3ff
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240483.xml,publication,10.5594/J07619,Lighting for Color Television with a System of Metal Halide Lamps: A Translation,orig-research,1974,0b000064849cf447
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240484.xml,publication,10.5594/J07620,Response Functions for Color Densitometry,orig-research,1974,0b000064849cf448
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240485.xml,publication,10.5594/J07621,New Design Principle for High-Ratio Zoom Lenses,orig-research,1974,0b000064849cf449
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240486.xml,publication,10.5594/J07622,Engineering Committees Activities: Color Committee Report,orig-research,1974,0b000064849cf44a
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240487.xml,publication,10.5594/J07623,Standards and Recommended Practices,info-society,1974,0b000064849cf44b
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240488.xml,publication,10.5594/J07624,"115th SMPTE Technical Conference and Exhibit Century Plaza Hotel, Los Angeles, Apr. 21&#x2013;26",info-society,1974,0b000064849cf44c
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240489.xml,publication,10.5594/J07625,New Sustaining Members,info-society,1974,0b000064849cf44d
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240490.xml,publication,10.5594/J07626,"Education, Industry News",info-society,1974,0b000064849cf44e
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240491.xml,publication,10.5594/J07627,Section Meetings,info-society,1974,0b000064849cf44f
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240492.xml,publication,10.5594/J07628,&#x201C;The Art of Walt Disney&#x201D; (Christopher Finch; 1973) [Books Reviewed],info-society,1974,0b000064849cf450
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240493.xml,publication,10.5594/J07629,New Products: (And Developments),info-society,1974,0b000064849cf483
_source/SMPTE/Journal Article Repository/1974/7225230/7240473/07240494.xml,publication,10.5594/J07630,Employment Service,info-society,1974,0b000064849cf484
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240619.xml,publication,10.5594/J13334C1,Journal of the SMPTE &#x2014; Cover,info-society,1975,0b000064849cfcfe
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240620.xml,publication,10.5594/J13334iiiA,Journal of the SMPTE &#x2014; Table of Contents,info-society,1975,0b000064849cfcff
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240621.xml,publication,10.5594/J13334iiiiiiA,Journal of the SMPTE &#x2014; Editorial Board,info-society,1975,0b000064849cfd00
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240622.xml,publication,10.5594/J13334,Generation of Timing Tapes via Minicomputer,orig-research,1975,0b000064849cfd01
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240623.xml,publication,10.5594/J13335,An Automated Network Control Center,orig-research,1975,0b000064849cfd02
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240624.xml,publication,10.5594/J13336,The Design of an Automatic Machine Assignment System,orig-research,1975,0b000064849cfd03
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240625.xml,publication,10.5594/J13338,Principles of Digital Television Simplified,orig-research,1975,0b000064849cfd04
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240626.xml,publication,10.5594/J13339,Digital Television Image Enhancement,orig-research,1975,0b000064849cfd05
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240627.xml,publication,10.5594/J13340,Digital Video Recording for Television Broadcasting,orig-research,1975,0b000064849cfd06
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240628.xml,publication,10.5594/J13341,Japan &#x2014; Television: Addendum to the Progress Committee Report,orig-research,1975,0b000064849cfd4e
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240629.xml,publication,10.5594/J13337,A Primer on Digital Television,orig-research,1975,0b000064849cfd4f
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240630.xml,publication,10.5594/J13342,Letters to the Editor: Re: Non-Standard Use of Four-Track Stereophonic System,info-society,1975,0b000064849cfd50
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240631.xml,publication,10.5594/J13343,Biographical Note,info-society,1975,0b000064849cfd51
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240632.xml,publication,10.5594/J13344,Standards and Recommended Practices,info-society,1975,0b000064849cfd52
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240693.xml,publication,10.5594/J13345,Los Angeles Technical Sessions Filling up as Paper Submissions Accelerate,info-society,1975,0b000064849cfd53
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240694.xml,publication,10.5594/J13346,Obituaries,info-society,1975,0b000064849cfd54
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240695.xml,publication,10.5594/J13347,Education Industry News,info-society,1975,0b000064849cfd55
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240696.xml,publication,10.5594/J13348,Victor H. Allen &#x2014; An Appreciation,info-society,1975,0b000064849cfd56
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240697.xml,publication,10.5594/J13349,New Products: (And Developments),info-society,1975,0b000064849cfd57
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240698.xml,publication,10.5594/J13350,Employment Service,info-society,1975,0b000064849cfd8a
_source/SMPTE/Journal Article Repository/1975/7225230/7240618/07240699.xml,publication,10.5594/J13351,Professional Services,info-society,1975,0b000064849cfd8b
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240701.xml,publication,10.5594/J13372C1,Journal of the SMPTE &#x2014; Cover,info-society,1975,0b000064849cfd8d
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240702.xml,publication,10.5594/J13372iiiA,Journal of the SMPTE &#x2014; Table of Contents,info-society,1975,0b000064849cfd8e
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240703.xml,publication,10.5594/J13372iiiiiiA,Journal of the SMPTE &#x2014; Editorial Board,info-society,1975,0b000064849cfd8f
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240704.xml,publication,10.5594/J13372,The Potential of Super 8 in Television &#x2014; A Progress Report,orig-research,1975,0b000064849cfd90
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240705.xml,publication,10.5594/J13373,Audio Performance of Magnetic Prestriped Super-8 Motion-Picture Films,orig-research,1975,0b000064849cfd91
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240706.xml,publication,10.5594/J13374,The Model C Conversion Kit,orig-research,1975,0b000064849cfd92
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240707.xml,publication,10.5594/J13375,A Multipurpose Motion-Picture Calculator,orig-research,1975,0b000064849cfd93
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240708.xml,publication,10.5594/J13376,Wide-Range Depth-of-Field Calculators,orig-research,1975,0b000064849cfdc7
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240709.xml,publication,10.5594/J13377,The Design of Television Color Rendition,orig-research,1975,0b000064849cfdc8
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240710.xml,publication,10.5594/J13378,Standards and Recommended Practices,info-society,1975,0b000064849cfdc9
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240711.xml,publication,10.5594/J13379,"Education, Industry News",info-society,1975,0b000064849cfdca
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240712.xml,publication,10.5594/J13380,New Products: (And Developments),info-society,1975,0b000064849cfdcb
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240713.xml,publication,10.5594/J13381,Employment Service,info-society,1975,0b000064849cfdcc
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240714.xml,publication,10.5594/J13382,Journals Available/Wanted,info-society,1975,0b000064849cfdcd
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240715.xml,publication,10.5594/J13383,"SMPTE Committees, Reports and Information for Members",info-society,1975,0b000064849cfdce
_source/SMPTE/Journal Article Repository/1975/7225230/7240700/07240716.xml,publication,10.5594/J13384,Sustaining Members of the Society of Motion Picture and Television Engineers,info-society,1975,0b000064849cfdcf
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240718.xml,publication,10.5594/J10582C1,Journal of the SMPTE &#x2014; Cover,info-society,1975,0b000064849cfe04
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240719.xml,publication,10.5594/J10582iiiA,Journal of the SMPTE &#x2014; Table of Contents,info-society,1975,0b000064849cfe05
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240720.xml,publication,10.5594/J10582iiiiiiA,Journal of the SMPTE &#x2014; Editorial Board,info-society,1975,0b000064849cfe06
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240721.xml,publication,10.5594/J10582,Interactive Videodisc Systems for Education,orig-research,1975,0b000064849cfe07
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240722.xml,publication,10.5594/J10583,Track Straightness in Helical Scan Video Tape Recorders,orig-research,1975,0b000064849cfe08
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240723.xml,publication,10.5594/J10584,The All-Electronic Newsgathering Station,orig-research,1975,0b000064849cfe09
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240724.xml,publication,10.5594/J10585,"An Audio Control Facility for a TV &#x201C;Break&#x201D; Control Room<!--<xref ref-type=""fn"" rid=""fn1-10.5594_J10585"">&#x002A;</xref>-->",orig-research,1975,0b000064849cfe0a
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240725.xml,publication,10.5594/J10586,A Versatile High-Speed &#x201C;Off-Line&#x201D; Sweetening System for Television Audio Post Production,orig-research,1975,0b000064849cfe0b
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240726.xml,publication,10.5594/J10587,Management of Process Chemical Facilities,orig-research,1975,0b000064849cfe0c
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240727.xml,publication,10.5594/J10588,New SMPTE Sustaining Members,orig-research,1975,0b000064849cfe0d
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240728.xml,publication,10.5594/J10589,Standards and Recommended Practices,orig-research,1975,0b000064849cfe40
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240729.xml,publication,10.5594/J10590,Education Industry News,info-society,1975,0b000064849cfe41
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240730.xml,publication,10.5594/J10591,Booklets and Brochures,info-society,1975,0b000064849cfe42
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240731.xml,publication,10.5594/J10592,Announcing a Special Issue of the Journal to Commemorate the 60th Anniversary of the SMPTE,info-society,1975,0b000064849cfe43
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240732.xml,publication,10.5594/J10593,Section Meetings,info-society,1975,0b000064849cfe44
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240733.xml,publication,10.5594/J10578,Changes of Address Needed by 1 February for 1976 Directory for Members,info-society,1975,0b000064849cfe45
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240734.xml,publication,10.5594/J10579,Abstracts of Papers from other Journals,info-society,1975,0b000064849cfe46
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240735.xml,publication,10.5594/J10580,Erratum,info-society,1975,0b000064849cfe47
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240736.xml,publication,10.5594/J10581,Employment Service,info-society,1975,0b000064849cfe48
_source/SMPTE/Journal Article Repository/1975/7225230/7240717/07240737.xml,publication,10.5594/J10577,Obituaries,info-society,1975,0b000064849cfe49
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240739.xml,publication,10.5594/J06864C1,Journal of the SMPTE &#x2014; Cover,info-society,1975,0b000064849cfe7e
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240740.xml,publication,10.5594/J06864iiiA,Journal of the SMPTE &#x2014; Table of Contents,info-society,1975,0b000064849cfe7f
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240741.xml,publication,10.5594/J06864iiiiiiA,Journal of the SMPTE &#x2014; Editorial Board,info-society,1975,0b000064849cfe80
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240742.xml,publication,10.5594/J06864,"Report on the 117th Technical Conference: Los Angeles, 28 September&#x2013;3 October 1975",orig-research,1975,0b000064849cfe81
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240743.xml,publication,10.5594/J06865,Awards Presentation 1975,orig-research,1975,0b000064849cfe82
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240744.xml,publication,10.5594/J06866,The Los Angeles Conference Equipment Exhibit,orig-research,1975,0b000064849cfe83
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240745.xml,publication,10.5594/J06867,The Association of Cinema and Video Laboratories: A Report on the Fall Meeting in Los Angeles,orig-research,1975,0b000064849cfe84
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240746.xml,publication,10.5594/J06868,"SMPTE Winter TV Conference, 23&#x2013;24 January, to Focus on Television Newsgathering and Digital Video",orig-research,1975,0b000064849cfe85
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240747.xml,publication,10.5594/J06869,"Montreux International Television Symposium: Round Table Conference, 24 May 1975",orig-research,1975,0b000064849cfe86
_source/SMPTE/Journal Article Repository/1975/7225230/7240738/07240748.xml,publication,10.5594/J06870,"Minutes of the Annual Meeting of Voting Members of the SMPTE Century Plaza Hotel, Los Angeles, 29 September 1975",orig-research,1975,0b000064849cfec3
