docId,docTitle,publicationDate,bucket,registered_doi_current,should_be_canonical_doi,href_current,should_be_href,note
SMPTE.EG2059-10.2022,Introduction to the New Synchronization System (SMPTE ST 2059),2022-11-11,year-mismatch,10.5594/SMPTE.EG2059-10.2023,10.5594/SMPTE.EG2059-10.2022,https://doi.org/10.5594/SMPTE.EG2059-10.2023,https://doi.org/10.5594/SMPTE.EG2059-10.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.EG2111-1.2020,SD-SDI and HD-SDI Standards Roadmap,2020-12-02,year-mismatch,10.5594/SMPTE.EG2111-1.2021,10.5594/SMPTE.EG2111-1.2020,https://doi.org/10.5594/SMPTE.EG2111-1.2021,https://doi.org/10.5594/SMPTE.EG2111-1.2020,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.EG2111-2.2018,3/6/12 & 24 Gbit/s SDI Standards Roadmap,2018-12-03,year-mismatch,10.5594/SMPTE.EG2111-2.2019,10.5594/SMPTE.EG2111-2.2018,https://doi.org/10.5594/SMPTE.EG2111-2.2019,https://doi.org/10.5594/SMPTE.EG2111-2.2018,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.EG2111-3.2020,10G-SDI Standards Roadmap,2020-12-02,year-mismatch,10.5594/SMPTE.EG2111-3.2021,10.5594/SMPTE.EG2111-3.2020,https://doi.org/10.5594/SMPTE.EG2111-3.2021,https://doi.org/10.5594/SMPTE.EG2111-3.2020,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.RDD29.2018,Dolby Atmos® Bitstream Specification,2018-11-20,year-mismatch,10.5594/SMPTE.RDD29.2019,10.5594/SMPTE.RDD29.2018,https://doi.org/10.5594/SMPTE.RDD29.2019,https://doi.org/10.5594/SMPTE.RDD29.2018,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.RP103.1994,"Care, Storage, Operation, Handling and Shipping of Magnetic Tape for Television",1994-12-07,year-mismatch,10.5594/SMPTE.RP103.1995,10.5594/SMPTE.RP103.1994,https://doi.org/10.5594/SMPTE.RP103.1995,https://doi.org/10.5594/SMPTE.RP103.1994,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.RP2047-1.2022,VC-2 Mezzanine Level Compression of 1080P High Definition Video Sources,2022-11-29,year-mismatch,10.5594/SMPTE.RP2047-1.2023,10.5594/SMPTE.RP2047-1.2022,https://doi.org/10.5594/SMPTE.RP2047-1.2023,https://doi.org/10.5594/SMPTE.RP2047-1.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.RP2047-3.2022,VC-2 Level 65 Compression of High Definition Video Sources for Use with a Standard Definition Infrastructure,2022-11-29,year-mismatch,10.5594/SMPTE.RP2047-3.2023,10.5594/SMPTE.RP2047-3.2022,https://doi.org/10.5594/SMPTE.RP2047-3.2023,https://doi.org/10.5594/SMPTE.RP2047-3.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.RP2059-15.2022,YANG Data Model for ST 2059-2 PTP Device Monitoring in Professional Broadcast Applications,2022-11-10,year-mismatch,10.5594/SMPTE.RP2059-15.2023,10.5594/SMPTE.RP2059-15.2022,https://doi.org/10.5594/SMPTE.RP2059-15.2023,https://doi.org/10.5594/SMPTE.RP2059-15.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.RP2110-24.2022,Special Considerations for Standard Definition Video Using SMPTE ST 2110-20,2022-09-28,year-mismatch,10.5594/SMPTE.RP2110-24.2023,10.5594/SMPTE.RP2110-24.2022,https://doi.org/10.5594/SMPTE.RP2110-24.2023,https://doi.org/10.5594/SMPTE.RP2110-24.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.RP34.1997,Dimensions for 16-mm Motion-Picture Projector Reel Spindles,1997-09-18,year-mismatch,10.5594/SMPTE.RP34.1998,10.5594/SMPTE.RP34.1997,https://doi.org/10.5594/SMPTE.RP34.1998,https://doi.org/10.5594/SMPTE.RP34.1997,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.RP86.1990,Video Record Parameters for 1-in Type C Helical-Scan Television Tape Recording,1990-06-05,year-mismatch,10.5594/SMPTE.RP86.1991,10.5594/SMPTE.RP86.1990,https://doi.org/10.5594/SMPTE.RP86.1991,https://doi.org/10.5594/SMPTE.RP86.1990,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST2019-1.2016Am1.2022,VC-3 Picture Compression and Data Stream Format,2022-09-28,year-mismatch,10.5594/SMPTE.ST2019-1.2016Amd1.2023,10.5594/SMPTE.ST2019-1.2016Am1.2022,https://doi.org/10.5594/SMPTE.ST2019-1.2016Amd1.2023,https://doi.org/10.5594/SMPTE.ST2019-1.2016Am1.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST2022-7.2018,Seamless Protection Switching of RTP Datagrams,2018-12-26,year-mismatch,10.5594/SMPTE.ST2022-7.2019,10.5594/SMPTE.ST2022-7.2018,https://doi.org/10.5594/SMPTE.ST2022-7.2019,https://doi.org/10.5594/SMPTE.ST2022-7.2018,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST2038.2020,Carriage of Ancillary Data Packets in an MPEG-2 Transport Stream,2020-12-02,year-mismatch,10.5594/SMPTE.ST2038.2021,10.5594/SMPTE.ST2038.2020,https://doi.org/10.5594/SMPTE.ST2038.2021,https://doi.org/10.5594/SMPTE.ST2038.2020,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST2059-2.2020,SMPTE Profile for Use of IEEE-1588 Precision Time Protocol in Professional Broadcast Applications,2020-12-09,year-mismatch,10.5594/SMPTE.ST2059-2.2021,10.5594/SMPTE.ST2059-2.2020,https://doi.org/10.5594/SMPTE.ST2059-2.2021,https://doi.org/10.5594/SMPTE.ST2059-2.2020,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST2067-202.2022,Isochronous Stream of XML Documents (ISXD) Plug-in,2022-11-24,year-mismatch,10.5594/SMPTE.ST2067-202.2023,10.5594/SMPTE.ST2067-202.2022,https://doi.org/10.5594/SMPTE.ST2067-202.2023,https://doi.org/10.5594/SMPTE.ST2067-202.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST2067-60.2022,Application #6 UHDTV Program Workflow (AVC),2022-05-25,year-mismatch,10.5594/SMPTE.ST2067-60.2023,10.5594/SMPTE.ST2067-60.2022,https://doi.org/10.5594/SMPTE.ST2067-60.2023,https://doi.org/10.5594/SMPTE.ST2067-60.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST2117-1.2022,Part 1. Elementary Bitstream,2022-12-30,year-mismatch,10.5594/SMPTE.ST2117-1.2023,10.5594/SMPTE.ST2117-1.2022,https://doi.org/10.5594/SMPTE.ST2117-1.2023,https://doi.org/10.5594/SMPTE.ST2117-1.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST382.2022,Mapping AES3 and Broadcast Wave Audio into the MXF Generic Container,2022-06-08,year-mismatch,10.5594/SMPTE.ST382.2023,10.5594/SMPTE.ST382.2022,https://doi.org/10.5594/SMPTE.ST382.2023,https://doi.org/10.5594/SMPTE.ST382.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST385.2012Am1.2022,Mapping SDTI-CP Essence and Metadata into the MXF Generic Container,2022-08-17,year-mismatch,10.5594/SMPTE.ST385.2012Amd1.2023,10.5594/SMPTE.ST385.2012Am1.2022,https://doi.org/10.5594/SMPTE.ST385.2012Amd1.2023,https://doi.org/10.5594/SMPTE.ST385.2012Am1.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST429-20.2022,MXF Constraints,2022-12-07,year-mismatch,10.5594/SMPTE.ST429-20.2023,10.5594/SMPTE.ST429-20.2022,https://doi.org/10.5594/SMPTE.ST429-20.2023,https://doi.org/10.5594/SMPTE.ST429-20.2022,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST429-6.2006Am1.2017,MXF Track File Essence Encryption,2017-12-27,year-mismatch,10.5594/SMPTE.ST429-6.2006Am1.2018,10.5594/SMPTE.ST429-6.2006Am1.2017,https://doi.org/10.5594/SMPTE.ST429-6.2006Am1.2018,https://doi.org/10.5594/SMPTE.ST429-6.2006Am1.2017,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST430-14.2021,Digital Sync Signal and Aux Data Transfer Protocol,2021-12-28,year-mismatch,10.5594/SMPTE.ST430-14.2022,10.5594/SMPTE.ST430-14.2021,https://doi.org/10.5594/SMPTE.ST430-14.2022,https://doi.org/10.5594/SMPTE.ST430-14.2021,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST430-17.2021,SMS-OMB Communications Protocol Specification,2021-10-21,year-mismatch,10.5594/SMPTE.ST430-17.2022,10.5594/SMPTE.ST430-17.2021,https://doi.org/10.5594/SMPTE.ST430-17.2022,https://doi.org/10.5594/SMPTE.ST430-17.2021,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST435-2.2008,Basic Stream Data Mapping,2008-03-04,year-mismatch,10.5594/SMPTE.ST435-2.2009,10.5594/SMPTE.ST435-2.2008,https://doi.org/10.5594/SMPTE.ST435-2.2009,https://doi.org/10.5594/SMPTE.ST435-2.2008,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
SMPTE.ST55.2010,Leaders and Cue Marks,2010-09-23,year-mismatch,10.5594/SMPTE.ST55.2011,10.5594/SMPTE.ST55.2010,https://doi.org/10.5594/SMPTE.ST55.2011,https://doi.org/10.5594/SMPTE.ST55.2010,"Year-mismatch DOI registration: the DOI in this field is what's actually registered at doi.org and resolves, but the year in it doesn't match the doc's actual version — the registry's docId carries the canonical version year, and $meta.originalValue preserves the prior (matching) DOI form. UPSTREAM ACTION NEEDED: SMPTE should re-register the DOI with the correct year to match the docId, so the canonical form also resolves. Field locked via excludeChanges so future cross-fills can't undo the alignment between the registry's stored DOI and what currently resolves at doi.org."
