authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,abbrevTitle,articleType,copyright.holder,copyright.year,issn.print,journalAcronym,keywords,number,pages,publisherLocation.city,publisherLocation.country,volume,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,docSuiteTitle,group,references.normative,status.draft,status.unknown,status.withdrawn,status.latestVersion,status.stabilizedDate,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,status.withdrawnDate,isbn,status.errataExist,repo,relatedDocs,status.reaffirmDate,issn,status.errataUrl,status.supersedes,status.amends,releaseTag,status.state,status.stage,approvalDate,icsCodes,productNumber,standardId,familyId,status.withdrawnNotice,depositDate,docElement,status.supersededByr,xmlNamespace
"[""E. W. Kellogg""]",10.5594-J05436,"Journal of the Society of Motion Picture Engineers ( Volume: 24, Issue: 1, January 1935)",The Development of 16-MM. Sound Motion Pictures,Journal Article,10.5594/J05436,https://doi.org/10.5594/J05436,1932-11-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/24/1/12/,true,undefined,undefined,"[""10.5594-J02042"",""10.5594-J13051"",""10.5594-J05604"",""10.5594-J07507"",""10.5594-J14768"",""10.5594-J07430"",""10.5594-J07431"",""10.5594-J07462"",""10.5594-J01341"",""10.5594-J07428""]",undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""F. C. Barton""]",10.5594-J05459,"Journal of the Society of Motion Picture Engineers ( Volume: 22, Issue: 3, March 1934)",High-Fidelity Lateral-Cut Disk Records,Journal Article,10.5594/J05459,https://doi.org/10.5594/J05459,1934-03-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/22/3/6/,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""G. L. Dimmick"",""H. Belar""]",10.5594-J05467,"Journal of the Society of Motion Picture Engineers ( Volume: 19, Issue: 5, November 1932)",Extension of the Frequency Range of Film Recording and Reproduction,Journal Article,10.5594/J05467,https://doi.org/10.5594/J05467,1932-11-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/19/5/4/,true,undefined,undefined,"[""10.5594-J05608""]",undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""O. Sandvik"",""V. C. Hall""]",10.5594-J05482,"Journal of the Society of Motion Picture Engineers ( Volume: 19, Issue: 4, October 1932)",Wave Form Analysis of Variable Density Sound Recording,Journal Article,10.5594/J05482,https://doi.org/10.5594/J05482,1932-10-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/19/4/7/,true,undefined,undefined,"[""10.5594-J06552"",""10.5594-J14793"",""ML3807.M56.1916"",""10.5594-J13132"",""10.5594-J12983""]",undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""T. E. Shea"",""W. Herriott"",""W. R. Goehner""]",10.5594-J05508,"Journal of the Society of Motion Picture Engineers ( Volume: 18, Issue: 6, June 1932)",The Principles of the Light Valve,Journal Article,10.5594/J05508,https://doi.org/10.5594/J05508,1932-06-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/18/6/4/,true,undefined,"The light valve has been used very widely as the modulating device in systems of film sound recording. In this paper the principles of operation of the light valve are discussed, and those engineering factors which prescribe limitations on performance and indicate operating advantages are described in detail. The type of distortion which results when a light valve is overloaded is depicted both for single-plane and two-plane valves. Finally, a new type of light valve having advantages from the standpoints of weight, size, and stability of operation is described.","[""10.1002-j.1538-7305.1925.tb00946.x"",""10.5594-J13132"",""10.5594-J05521"",""ISBN.9781139058087"",""10.5594-J05604"",""10.5594-J13034"",""10.1121-1.1915182""]",Original Research,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""R. V. Wood""]",10.5594-J05514,"Journal of the Society of Motion Picture Engineers ( Volume: 18, Issue: 6, June 1932)",A Shrinkage-Compensating Sound Printer,Journal Article,10.5594/J05514,https://doi.org/10.5594/J05514,1932-06-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/18/6/10/,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""H. C. Silent"",""J. G. Frayne""]",10.5594-J05521,"Journal of the Society of Motion Picture Engineers ( Volume: 18, Issue: 5, May 1932)",Western Electric Noiseless Recording,Journal Article,10.5594/J05521,https://doi.org/10.5594/J05521,1932-05-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/18/5/4/,true,undefined,undefined,"[""10.1002-j.1538-7305.1927.tb00216.x"",""10.5594-J08011""]",undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Loyd A. Jones""]",10.5594-J05569,"Journal of the Society of Motion Picture Engineers ( Volume: 17, Issue: 4, October 1931)","Photographic Sensitometry, Part I",Journal Article,10.5594/J05569,https://doi.org/10.5594/J05569,1931-10-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/17/4/4/,true,need to add references,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""N. R. Stryker""]",10.5594-J05604,"Journal of the Society of Motion Picture Engineers ( Volume: 18, Issue: 5, May 1932)",Scanning Losses in Reproduction,Journal Article,10.5594/J05604,https://doi.org/10.5594/J05604,1930-11-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/15/5/7/,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Edward W. Kellogg""]",10.5594-J05608,"Journal of the Society of Motion Picture Engineers ( Volume: 15, Issue: 5, November 1930)",A New Recorder for Variable Area Recording,Journal Article,10.5594/J05608,https://doi.org/10.5594/J05608,1930-11-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/15/5/11/,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Clifton Tuttle"",""J. W. McFarlane""]",10.5594-J06549,"Journal of the Society of Motion Picture Engineers ( Volume: 15, Issue: 3, September 1930)",The Measurement of Density in Variable Density Sound Film,Journal Article,10.5594/J06549,https://doi.org/10.5594/J06549,1930-09-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/15/3/10/,true,undefined,undefined,"[""PJv49n33p200.1909"",""PJv56n40p49.1916"",""JOSA.12.000559"",""JOSA.14.000365"",""10.5594-J13132"",""10.5594-J14808"",""10.5594-J13062"",""10.1088-0950-7671.1.3.302"",""10.1016-S0016-0032.28.92060-8""]",undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""R. F. Nicholson""]",10.5594-J06552,"Journal of the Society of Motion Picture Engineers ( Volume: 15, Issue: 3, September 1930)",The Processing of Variable Density Sound Records,Journal Article,10.5594/J06552,https://doi.org/10.5594/J06552,1930-09-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/15/3/13/,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Arthur C. Hardy""]",10.5594-J06591,"Transactions of the Society of Motion Picture Engineers ( Volume: 11, Issue: 31, September 1927)",The Rendering of Tone Values in the Photographic Recording of Sound,Journal Article,10.5594/J06591,https://doi.org/10.5594/J06591,1927-09-01,SMPTE,https://journal.smpte.org/periodicals/Transactions%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/11/31/11/,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
