path,shape,doi,title,articleType,year,articleId
_source/SMPTE/Conference Repository/Conference Papers/2004/7268988/7268989/07268995.xml,publication,10.5594/M001014,Six-Gigahertz Coaxial Cable,orig-research,2004,0b00006484a0841a
_source/SMPTE/Conference Repository/Conference Papers/2004/7268988/7268989/07268996.xml,publication,10.5594/M001015,"MPEG-1, MPEG-2 and Windows Media Video Codec Comparisons Using MSE Analysis",orig-research,2004,0b00006484a0841b
_source/SMPTE/Conference Repository/Conference Papers/2004/7268988/7268989/07268997.xml,publication,10.5594/M001016,"Image Optimization in Digital Cinema, HD, SD and NTSC Engineering and Production Perspectives",orig-research,2004,0b00006484a0841c
_source/SMPTE/Conference Repository/Conference Papers/2004/7268988/7268989/07268998.xml,publication,10.5594/M001017,Broadcast System Monitoring and Troubleshooting Using a Graphical User Interface,orig-research,2004,0b00006484a0841d
_source/SMPTE/Conference Repository/Conference Papers/2004/7268988/7268989/07268999.xml,publication,10.5594/M001018,Film Image Perception and Simulation,orig-research,2004,0b00006484a08450
_source/SMPTE/Conference Repository/Conference Papers/2004/7268988/7268989/07269000.xml,publication,10.5594/M001019,"Definition, Design and Analysis of Digital Intermediate Systems",orig-research,2004,0b00006484a08451
_source/SMPTE/Conference Repository/Conference Papers/2005/7268939/7268940/07268941.xml,publication,10.5594/M001112,JPEG2000 for Digital Cinema,orig-research,2005,0b00006484a08346
_source/SMPTE/Conference Repository/Conference Papers/2005/7268939/7268940/07268942.xml,publication,10.5594/M001113,Network and Advanced Compression: Systems Testing,orig-research,2005,0b00006484a08347
_source/SMPTE/Conference Repository/Conference Papers/2005/7268939/7268940/07268943.xml,publication,10.5594/M001114,Essential Elements of Triple Play: Classification and QoS at Full Strength,orig-research,2005,0b00006484a08348
_source/SMPTE/Conference Repository/Conference Papers/2005/7268939/7268940/07268944.xml,publication,10.5594/M001115,Delivering Clean Broadcast Video Over Converged IP Infrastructures,orig-research,2005,0b00006484a08349
_source/SMPTE/Conference Repository/Conference Papers/2005/7268939/7268940/07268945.xml,publication,10.5594/M001116,Securing Video Contribution &#x0026; Primary Distribution Over IP Networks,orig-research,2005,0b00006484a0834a
_source/SMPTE/Conference Repository/Conference Papers/2005/7268939/7268940/07268946.xml,publication,10.5594/M001117,Managed IT Services for Television News,orig-research,2005,0b00006484a0834b
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269003.xml,publication,10.5594/M00377,XDCAM&#x2122; Professional Disc System for SD/HD Broadcast and Professional Applications,orig-research,2005,0b00006484a08454
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269004.xml,publication,10.5594/M00378,Managing the High Definition (HD) Transition Bandwidth Requirements for ENG: Microwave Links from the Field,orig-research,2005,0b00006484a08455
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269005.xml,publication,10.5594/M00379,Building and End to End Workflow for HD News,orig-research,2005,0b00006484a08456
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269006.xml,publication,10.5594/M00380,HD Graphics &#x2013; What&#x0027;s the Big Deal&#x003F;,orig-research,2005,0b00006484a08457
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269007.xml,publication,10.5594/M00381,Shared Metadata in the Broadcast Environment,orig-research,2005,0b00006484a08458
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269008.xml,publication,10.5594/M00382,Schedule Metadata Flow &#x2013; The Times They are a Changin&#x0027;,orig-research,2005,0b00006484a08459
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269009.xml,publication,10.5594/M00383,What Grass Valley Learned from GXF and How it can Help Everyone,orig-research,2005,0b00006484a0848c
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269010.xml,publication,10.5594/M00384,MPEG2 Long GOP Mapping for MXF File Storage Applications,orig-research,2005,0b00006484a0848d
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269011.xml,publication,10.5594/M00385,Advanced MXF Practice and Future Directions,orig-research,2005,0b00006484a0848e
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269012.xml,publication,10.5594/M00386,Magnetic Tape Developments for HDV Recording w/MPEG-2 Compression,orig-research,2005,0b00006484a0848f
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269013.xml,publication,10.5594/M00387,The Optics of Small-Format HD Acquisition,orig-research,2005,0b00006484a08490
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269014.xml,publication,10.5594/M00388,HDV Meets HDCam &#x201C;In the Heart of Music&#x201D; Documenting the 2005 Van Cliburn Piano Competition,orig-research,2005,0b00006484a08491
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269015.xml,publication,10.5594/M00389,Storage I/O Acceleration for Real-Time Digital Media Production Environments,orig-research,2005,0b00006484a08492
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269016.xml,publication,10.5594/M00390,High Speed Holographic Data Storage at 100 Gbit/in<sup>2</sup>,orig-research,2005,0b00006484a08493
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269017.xml,publication,10.5594/M00391,Architecting Digital Content Storage Systems and Archives,orig-research,2005,0b00006484a08494
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269018.xml,publication,10.5594/M00392,High Definition Does Not Equal Two Times Standard Definition&#x0021;,orig-research,2005,0b00006484a08495
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269019.xml,publication,10.5594/M00393,Development of a Three CMOS 1080/300p HDTV High Speed Camera,orig-research,2005,0b00006484a084c8
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269020.xml,publication,10.5594/M00394,Development of a Compact Motion Control Camera System for HD Digital Broadcasting,orig-research,2005,0b00006484a084c9
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269021.xml,publication,10.5594/M00395,"The X-Curve, its Origins and History",orig-research,2005,0b00006484a084ca
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269022.xml,publication,10.5594/M00396,Cinema Sound Quality Redux,orig-research,2005,0b00006484a084cb
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269023.xml,publication,10.5594/M00397,DC-PCM: An Audio Packaging Proposal for D-Cinema,orig-research,2005,0b00006484a084cc
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269024.xml,publication,10.5594/M00398,The Introduction of Large Sensors for Digital Cine Acquisition Cameras,orig-research,2005,0b00006484a084cd
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269025.xml,publication,10.5594/M00399,Advanced Research in Ultra-High Density Non-magnetic On-Camera Storage,orig-research,2005,0b00006484a084ce
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269026.xml,publication,10.5594/M00400,CEA and Home Entertainment Networking Filling in the Gaps,orig-research,2005,0b00006484a084cf
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269027.xml,publication,10.5594/M00401,The Latest Technologies of Motion-Picture Color Negative Film,orig-research,2005,0b00006484a084d0
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269028.xml,publication,10.5594/M00402,Aliasing and Reconstruction Distortion in Digital Intermediates,orig-research,2005,0b00006484a084d1
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269029.xml,publication,10.5594/M00403,Designing Camera Origination Films for Scan-Only Applications in Television and Digital Intermediate,orig-research,2005,0b00006484a08504
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269030.xml,publication,10.5594/M00404,Motion Compensated Spatial-Temporal Reduction of Film Grain Noise in the Wavelet Domain,orig-research,2005,0b00006484a08505
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269031.xml,publication,10.5594/M00405,DRMs and High Value Video Content Business Models,orig-research,2005,0b00006484a08506
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269032.xml,publication,10.5594/M00406,D-Cinema Content Protection: A Brief Overview,orig-research,2005,0b00006484a08507
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269033.xml,publication,10.5594/M00407,Content Protection Interoperability Challenges and Opportunities in the Home Environment,orig-research,2005,0b00006484a08508
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269034.xml,publication,10.5594/M00408,No Turning Back &#x2013; IT &#x0026; IP in the Broadcast Environment,orig-research,2005,0b00006484a08509
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269035.xml,publication,10.5594/M00409,Video Quality Monitoring over IP Networks,orig-research,2005,0b00006484a0850a
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269036.xml,publication,10.5594/M00410,An Overview of TFT LCD Display Technology,orig-research,2005,0b00006484a0850b
_source/SMPTE/Conference Repository/Conference Papers/2005/7269001/7269002/07269037.xml,publication,10.5594/M00411,Full HD 1920 &#x00D7; 1080 Pixel Digital D-ILA&#x2122; Microdisplay Projector Technology,orig-research,2005,0b00006484a0850c
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268977.xml,publication,10.5594/M00366,Next Generation Transport for Broadcasters,orig-research,2006,0b00006484a0839a
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268978.xml,publication,10.5594/M00367,"Wide Dynamic Range, High Precision, Lossless Layered Coding Method",orig-research,2006,0b00006484a0839b
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268979.xml,publication,10.5594/M00368,Utilizing HDTV as Data for Space Flight,orig-research,2006,0b00006484a083ce
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268980.xml,publication,10.5594/M00369,10 Gigabit Networking for Audio and Video Applications,orig-research,2006,0b00006484a083cf
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268981.xml,publication,10.5594/M00370,Conference Proceedings,orig-research,2006,0b00006484a083d0
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268982.xml,publication,10.5594/M00371,Maintaining QoS of Video over IP Services,orig-research,2006,0b00006484a083d1
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268983.xml,publication,10.5594/M00372,3G: The Evolution of SDI,orig-research,2006,0b00006484a083d2
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268984.xml,publication,10.5594/M00373,JPEG2000 Rate Control for Digital Cinema,orig-research,2006,0b00006484a083d3
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268985.xml,publication,10.5594/M00374,Experience with SDI Contribution over IP Network,orig-research,2006,0b00006484a083d4
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268986.xml,publication,10.5594/M00375,Don&#x0027;t Believe Everything You See on (IP)TV: The Challenges of IPTV Today,orig-research,2006,0b00006484a083d5
_source/SMPTE/Conference Repository/Conference Papers/2006/7268975/7268976/07268987.xml,publication,10.5594/M00376,File-Based News Acquisition,orig-research,2006,0b00006484a083d6
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269235.xml,publication,10.5594/M001020,Computer Vision Technologies for Repurposing Multi-Distribution Systems,orig-research,2008,0b00006484a08a70
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269236.xml,publication,10.5594/M001021,Navigating the DTV Transition: How Broadcasters are Using AFD to Maintain Formatting Control of their Programming,orig-research,2008,0b00006484a08a71
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269237.xml,publication,10.5594/M001022,"1080P, What Does this Mean for Broadcasters in the Short-Term&#x003F;",orig-research,2008,0b00006484a08a72
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269238.xml,publication,10.5594/M001023,Considerations When Designing for the 3Gbps SDI Interface,orig-research,2008,0b00006484a08a73
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269239.xml,publication,10.5594/M001024,Secure Content Distribution on P2P Networks,orig-research,2008,0b00006484a08a74
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269240.xml,publication,10.5594/M001025,New Consumer Displays: The Challenge of Providing Content to Take Advantage of Them,orig-research,2008,0b00006484a08a75
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269241.xml,publication,10.5594/M001026,Defining the Future Consumer Video Format,orig-research,2008,0b00006484a08a76
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269242.xml,publication,10.5594/M001027,Efficient Lossless to Lossy Transcoding of JPEG2000 Codestreams for D-Cinema,orig-research,2008,0b00006484a08a77
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269243.xml,publication,10.5594/M001028,Digital Film Archival Using JPEG 2000 and MXF &#x2013; Formats and Practical Applications,orig-research,2008,0b00006484a08ac6
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269244.xml,publication,10.5594/M001029,H.264 Parameter Optimizations for Internet Based Distribution of High Quality Video,orig-research,2008,0b00006484a08ac7
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269245.xml,publication,10.5594/M001030,AVC-Intra 100 Mbps Compression in a File Based Master Archive,orig-research,2008,0b00006484a08ac8
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269246.xml,publication,10.5594/M001031,Supporting the March to 8K with Dirac and Dirac Pro (SMPTE VC2): The Dirac Family,orig-research,2008,0b00006484a08ac9
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269247.xml,publication,10.5594/M001032,Content ID: The Elephant in the Room,orig-research,2008,0b00006484a08aca
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269248.xml,publication,10.5594/M001033,Rich Metadata Description for Interactivity and Dynamic User-Generated Information,orig-research,2008,0b00006484a08acb
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269249.xml,publication,10.5594/M001034,The Impact of Technology upon Metadata Costs: Courvoisier or Cold Duck&#x003F;,orig-research,2008,0b00006484a08acc
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269250.xml,publication,10.5594/M001035,Building the Next-Generation Asset Management Solution,orig-research,2008,0b00006484a08acd
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269251.xml,publication,10.5594/M001036,Multimedia Semantics from MPEG-7 Metadata to Semantic Web Ontologies,orig-research,2008,0b00006484a08ace
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269252.xml,publication,10.5594/M001037,Rendering of Scene Data in Digital Cinema Workflows,orig-research,2008,0b00006484a08acf
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269253.xml,publication,10.5594/M001038,Implementation of the Academy Image Interchange Framework,orig-research,2008,0b00006484a08b02
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269254.xml,publication,10.5594/M001039,CBS Television Network HDTV Satellite News Gathering Requirements,orig-research,2008,0b00006484a08b03
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269255.xml,publication,10.5594/M001040,Getting the Shot: Advanced MPEG-4 AVC Encoding and Robust COFDM Modulation Deliver HD-ENG,orig-research,2008,0b00006484a08b04
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269256.xml,publication,10.5594/M001041,Draft Document: The Impact of Ubiquitous IP Connectivity on Electronic News Gathering and Remote Broadcast Infrastructure,orig-research,2008,0b00006484a08b05
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269257.xml,publication,10.5594/M001042,Stereoscopic Broadcasting and the Art of Motorcycle Maintenance,orig-research,2008,0b00006484a08b06
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269258.xml,publication,10.5594/M001043,Bringing Stereoscopic 3D into the Connected Home,orig-research,2008,0b00006484a08b07
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269259.xml,publication,10.5594/M001044,Business Continuity Planning for Disaster Recovery,orig-research,2008,0b00006484a08b08
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269260.xml,publication,10.5594/M001045,The Fundamental Elements of Media Workflows,orig-research,2008,0b00006484a08b09
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269261.xml,publication,10.5594/M001046,Service-Oriented Architecture (SOA) in Media Systems,orig-research,2008,0b00006484a08b0a
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269262.xml,publication,10.5594/M001047,Automating HD Workflows: Future Challenges for MXF,orig-research,2008,0b00006484a08b0b
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269263.xml,publication,10.5594/M001048,Mscope &#x2013; Anamorphic Capture with Dual CIF HD,orig-research,2008,0b00006484a08b48
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269264.xml,publication,10.5594/M001049,Capturing Lunar Footage and Utilization of Image Data: The HDTV Camera System Onboard the Lunar Explorer Kaguya (SELENE),orig-research,2008,0b00006484a08b49
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269265.xml,publication,10.5594/M001050,Compatibility of 48 and 24Hz Motion Images: A Problem and a Solution,orig-research,2008,0b00006484a08b4a
_source/SMPTE/Conference Repository/Conference Papers/2008/7269233/7269234/07269266.xml,publication,10.5594/M001051,The &#x201C;Esmeralda&#x201D; Stage: An Analytical Test Laboratory for Image Acquisition,orig-research,2008,0b00006484a08b4b
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269115.xml,publication,10.5594/M001294,Workflow-Driven Design in File-Based Systems,orig-research,2009,0b00006484a087aa
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269116.xml,publication,10.5594/M001295,Automation of Coordination: Business Process Management for Media Companies,orig-research,2009,0b00006484a087ab
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269117.xml,publication,10.5594/M001296,Beijing TV Station SOA Based Network Production System,orig-research,2009,0b00006484a087ac
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269118.xml,publication,10.5594/M001297,"Emerging Digital Post-Production File-Based Infrastructure, Workflow, and Process Enhancements for Theatrical and Episodic Television Content",orig-research,2009,0b00006484a087ad
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269119.xml,publication,10.5594/M001298,Decomposing Media Operations Leveraging Advanced Content and Metadata Storage Management Solutions,orig-research,2009,0b00006484a087ae
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269120.xml,publication,10.5594/M001299,On How Metadata Enables Enriched File-Based Production Workflows,orig-research,2009,0b00006484a087af
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269121.xml,publication,10.5594/M001300,Audio/Video Synchronization in Compressed Systems - A Status Report,orig-research,2009,0b00006484a087b0
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269122.xml,publication,10.5594/M001301,Program Loudness and Loudness Management,orig-research,2009,0b00006484a087e4
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269123.xml,publication,10.5594/M001302,Detection and Correction of Lip-Sync Errors Using Audio and Video Fingerprints,orig-research,2009,0b00006484a087e5
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269124.xml,publication,10.5594/M001303,Case Study: File Based Workflow from Acquisition to Air,orig-research,2009,0b00006484a087e6
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269125.xml,publication,10.5594/M001304,Taking File-Based Workflows to the Next Level: Project and Timeline Based Integrations,orig-research,2009,0b00006484a087e7
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269126.xml,publication,10.5594/M001305,Virtual File Systems for Dynamic Content in Digital Production Workflows: A Novel Approach to Integration of Video Applications and MAM Based Archives,orig-research,2009,0b00006484a087e8
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269127.xml,publication,10.5594/M001306,File Based Sports Production,orig-research,2009,0b00006484a087e9
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269128.xml,publication,10.5594/M001307,Selecting Production Parameters to Ensure that Picture Quality Accommodates the Intended and Possible Future Imaging Systems,orig-research,2009,0b00006484a087ea
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269129.xml,publication,10.5594/M001308,On-Set Generation of Color Corrected Dailies in Digital Cinema Production,orig-research,2009,0b00006484a087eb
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269130.xml,publication,10.5594/M001309,Proposal for Practical Screen Luminance Uniformity Measurement,orig-research,2009,0b00006484a087ec
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269131.xml,publication,10.5594/M001310,What will Replace the CRT for Professional Video Monitors&#x003F;,orig-research,2009,0b00006484a087ed
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269132.xml,publication,10.5594/M001311,Ultra High-Definition TV (UHDTV): Development of Next-Generation TV Video Equipment,orig-research,2009,0b00006484a0882a
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269133.xml,publication,10.5594/M001312,D-ILA&#x00AE; Full Resolution 8K Projector,orig-research,2009,0b00006484a0882b
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269134.xml,publication,10.5594/M001313,2009 Survey of Digital Storage in Professional Media and Entertainment,orig-research,2009,0b00006484a0882c
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269135.xml,publication,10.5594/M001314,Latest Developments in Content Management Standardization: The Content Management Interoperability Services (CMIS) Standard Proposal by OASIS,orig-research,2009,0b00006484a0882d
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269136.xml,publication,10.5594/M001315,The Importance of Media Verification for Effective Content Management Workflow,orig-research,2009,0b00006484a0882e
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269137.xml,publication,10.5594/M001316,Approaches to Non-Glasses-Based 3D Displays,orig-research,2009,0b00006484a0882f
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269138.xml,publication,10.5594/M001317,Stereo Coding with MVC,orig-research,2009,0b00006484a08830
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269139.xml,publication,10.5594/M001318,Building and Managing a File Based Wireless ENG Infrastructure,orig-research,2009,0b00006484a08831
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269140.xml,publication,10.5594/M001319,Getting HD Files from the Scene to Air in Record Time,orig-research,2009,0b00006484a08832
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269141.xml,publication,10.5594/M001320,Field-to-Air-to-Online-to-Mobile: Cross-Platform Integration and New Technology Approaches to News &#x0026; Sports System Design,orig-research,2009,0b00006484a08833
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269142.xml,publication,10.5594/M001321,Super-Performance 3 Gb/s in a Practical Application,orig-research,2009,0b00006484a08866
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269143.xml,publication,10.5594/M001322,Move to HD without Bandwidth Penalty; Perfecting HD Streaming,orig-research,2009,0b00006484a08867
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269144.xml,publication,10.5594/M001323,Keeping Video Quality Pristine throughout the Production Process: Introducing 10-bit 4:2:2 AVC/H.264 Encoding,orig-research,2009,0b00006484a08868
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269145.xml,publication,10.5594/M001324,"Balancing New and Old, Multi-Channel Encoders Delivering MPEG-2 and MPEG-4 AVC Workflow Efficiencies",orig-research,2009,0b00006484a08869
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269146.xml,publication,10.5594/M001325,Backhaul of Live Television Using JPEG2000 in MXF over RTP,orig-research,2009,0b00006484a0886a
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269147.xml,publication,10.5594/M001326,The Rollout of 3 Gb/s Infrastructures,orig-research,2009,0b00006484a0886b
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269148.xml,publication,10.5594/M001327,ABC&#x0027;s Bandwidth Independent Fiber Optic HD Central Switching Center,orig-research,2009,0b00006484a0886c
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269149.xml,publication,10.5594/M001328,Increasing Efficiency in Digital Distribution of Media - Concurrency and Conforming,orig-research,2009,0b00006484a0886d
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269150.xml,publication,10.5594/M001329,Error Concealment Methods for Improving HD Video Quality in Internet Transport,orig-research,2009,0b00006484a0886e
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269151.xml,publication,10.5594/M001330,The Evolution of Watermarking and Fingerprinting Technologies: From Protection to Monetization,orig-research,2009,0b00006484a0886f
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269152.xml,publication,10.5594/M001331,Using LED Backlight Display Technology to Provide Passive Forensic Marking for High Value Content,orig-research,2009,0b00006484a088ac
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269153.xml,publication,10.5594/M001332,Architecture for Embedding Audiovisual Feature Extraction Tools in Archives,orig-research,2009,0b00006484a088ad
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269154.xml,publication,10.5594/M001333,Automatic Flicker Removal by Digital Restoration Techniques,orig-research,2009,0b00006484a088ae
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269155.xml,publication,10.5594/M001334,Restoration of Damaged Korean Films by Using Various Image Processing Techniques,orig-research,2009,0b00006484a088af
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269156.xml,publication,10.5594/M001335,Basic Elements of ATSC Mobile DTV,orig-research,2009,0b00006484a088b0
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269157.xml,publication,10.5594/M001336,Dealing with IP for Mobile in an MPEG World,orig-research,2009,0b00006484a088b1
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269158.xml,publication,10.5594/M001337,A Bigger-Picture Perspective on the Small Screen and ATSC-Mobile Broadcasting,orig-research,2009,0b00006484a088b2
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269159.xml,publication,10.5594/M001338,U.S. Broadcaster Plans for Provision of ATSC Mobile DTV,orig-research,2009,0b00006484a088b3
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269160.xml,publication,10.5594/M001339,Is There a Future for Digital Terrestrial Television Broadcasting&#x003F; One Observer&#x0027;s View,orig-research,2009,0b00006484a088b4
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269161.xml,publication,10.5594/M001340,"A Systematic and Flexible Architecture for IP-Based Media Services: Broadcast Technical Research Institute, KBS (Korean Broadcasting System), Republic of Korea",orig-research,2009,0b00006484a088b5
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269162.xml,publication,10.5594/M001341,A New Single Camera System for Stereoscopic Image Acquisition,orig-research,2009,0b00006484a088f2
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269163.xml,publication,10.5594/M001342,"2D to 3D Conversion for Post Production, Advertizing and Legacy Titles",orig-research,2009,0b00006484a088f3
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269164.xml,publication,10.5594/M001343,Proposed New RGB Gamut Display with True Color Saturation and Value Scales,orig-research,2009,0b00006484a088f4
_source/SMPTE/Conference Repository/Conference Papers/2009/7269113/7269114/07269165.xml,publication,10.5594/M001344,Centralized Multi-Station Operation - Take 2,orig-research,2009,0b00006484a088f5
